Username,Handle,Timestamp,Text,Comments,Likes,Retweets
Jacqueline F Casey,@JacqCasey,2020-09-01T16:02:12.000Z,"The Can’t Miss Quality When Promoting From Within #promoting #leadership #management #learning #notetaking #activelistening  | https://couragetolead.com/courage-to-lead-blog/then-cant-miss-quality-when-promoting-from-within… via 
@shawnlovejoyCourageToLead.com
In today’s reality of shrinking budgets and uncertain futures, many organizations we are coaching are promoting leaders from within rather than making outside hires.
couragetolead.com",,,
Joleen Wortley,@JoleenWortley,2020-09-01T12:46:48.000Z,"Looking into buying a Rocketbook and the beacons. Any suggestions, feedback, or thoughts to offer before I buy one. Any input would be awesome!
#rocketbook #specialeducation #teacherresource #notetaking",1,,1
Productivity Matters,@ProdMatters,2020-09-01T10:00:21.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/31EWIcE
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,1,
note taking express,@NTExp,2020-09-01T09:01:19.000Z,Join us for our webinars in September with Shaun Hamer who will show you all you need to know about our newest updates for NTEhub. Please  register here:-http://ow.ly/uSpM50BaF1e #DSA #NTEhub #studentsupport #Artificial #Intelligence #disability #notetaking #notes #makinglifeeasy,,,
Amsterdam Adventures,@windmilladvent1,2020-09-01T06:05:44.000Z,"For online or physical learning, these gadgets and apps are essential.

https://theguardian.com/education/2020/aug/29/the-best-tech-for-students-from-laptops-to-note-taking-tools…

#learning #gadgets #students #notetaking #apps #musthaveThe best tech for students – from laptops to note-taking tools
Having the right equipment is more important than ever this year. Here’s how to choose
theguardian.com",,,
Productivity Matters,@ProdMatters,2020-08-29T19:58:09.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/2FXEPNF
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,,
Harber London,@harberlondon,2020-08-29T17:01:06.000Z,"Leather Notebook Cover ✐
The special Cut-Through slot allows you to carry a Pen seemlessly without altering its design when not in use.Two Sizes available for A6 and A5 Notebooks!
http://bit.ly/harberlondon
#Harberlondon
.
.
 #notebookcover #notetaking #handcrafted #leathergoods",,,1
genei,@downloadgenei,2020-08-29T13:24:02.000Z,"Make your notes clearer, better organised and more useful for revision by checking out our new blog from Max Barnett.
https://genei.io/blog/how-to-take-notes-effectively…

#Blogs #notetaking #notes #study #studytwt #productivity #efficiency #AI #technology #genei",,2,4
Tim King,@hellotimking,2020-08-29T11:44:46.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,,
Mark Cassell,@Mark_Cassell,2020-08-29T09:50:07.000Z,"""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair. #writingcommunity #writers #author #writerslife #amwriting #writing #cats #catbooks #notetaking Get it here> https://allauthor.com/amazon/44694/",,2,2
artsue/ follow for a followback,@artsue3,2020-08-29T07:12:43.000Z,#notetaking,,,
Mark Cassell,@Mark_Cassell,2020-08-29T01:50:41.000Z,"A notebook that is ""Not Just a Notebook"" - Contains quirky prompts to jog the Muse who isn't playing fair.  #writingcommunity #writers #author #writerslife #amwriting #writing #notetaking
Get it here:Not Just a Notebook: for writers on location (skull design)
Not Just a Notebook: for writers on location (skull design)
amazon.com",,,1
Pastor José Rene Berrios,@PastorJoseRene,2020-08-28T20:37:13.000Z,"I got a question for public speakers, What app you use to organize your outline o your notes?
##publicspeaking #publicspeaker #notetaking #outline",,,1
William Willis,@William3Willis,2020-08-28T20:12:50.000Z,"If you have ever been frustrated with getting very little out of your #reading over time, then check out my top 5 takeaways from the transformational book How to Take Smart Notes. WARNING: It may just change your life. https://levelupfun.com/articles/how-to-take-smart-notes…
#notetaking #writing #understandingLevel Up Fun Blog: How to Take Smart Notes
Smart Notes is a fun read, packed with an amazing amount of useful information that is not limited to effective note-taking. You will find forays into what distinguishes creative people, how to avoid...
levelupfun.com",,,
Warrior Workout Network,@warworkoutnet,2020-08-28T12:40:03.000Z,"I don’t believe that I’ve found a more accurate way to explain our podcast to you. 
•
•
•
•
#notetaking #deeppodcast #healingpodcast #theofficehumor #bjnovak #newepisodealert #newepisodes #newepisode #makechange… https://instagram.com/p/CEbuegzJYOp/?igshid=pdsf1ndxwqzq…",,,
Jonathan de Montfort,@jrdemontfort,2020-08-27T08:57:01.000Z,"Note-taking apps help students to focus on studying smart, rather than studying hard! 

Check out this list of some of the best #notetaking apps to increase #productivity! 

https://buff.ly/2AyqtRd via  
@elink_io
 Must-Have Note-Taking Apps for Students in 2020
Note-taking apps help students to focus on studying smart, rather than studying hard! We have curated a list of the best note-taking apps!
blog.elink.io",,,
Tim King,@hellotimking,2020-08-27T04:42:15.000Z,"Welcome to the #Note Taking Apocalypse 

In a sea of apps, what matters most when taking notes?

If you’re like me then you’ll have found yourself often standing at the | Read More... https://hellotimking.com/2018/06/welcome-to-the-note-taking-apocalypse/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #dokuwiki #notetaking #notetaking #onenote #wardcunninghamWelcome to the Note Taking Apocalypse | hellotimking
If you’re like me then you’ll have found yourself often standing at the front door of your app store staring at the sheer wall of note taking applications that are available at the moment.
hellotimking.com",,,
Haris Bhumindra,@harbhum,2020-08-27T03:35:06.000Z,"Review Joplin buat bikin organisasi catatan. https://mamangreview.in/joplin #windows #linux #android #dropbox #note #notetaking #app #software #freeware #catatan #sync #productiveJoplin (App)
Note-Taking Organizer Alternative App
mamangreview.in",,1,
krishnanunnihm,@krishnanunnihm,2020-08-26T18:05:23.000Z,Working on this #obsidian #notetaking #zettelkasten,2,,7
David Nuñez,@davidnunez,2020-08-26T15:24:01.000Z,"Here is Isaac Newton's college notebook. I think I'm doing things incorrectly. #notetaking #digitalgardenNewton Papers : College Notebook
Add. 4000 is a small notebook that Newton appears to have begun using in the winter of 1663-4. He continued to write in it extensively over the next two or three years, mostly jotting down personal...
cudl.lib.cam.ac.uk",,,
Pixelmattic,@pixelmattic,2020-08-26T13:51:45.000Z,Can the deliberate practice of note-taking make you smarter? #productivity #productivitytips #productivityhabits #productivityhacks #notetaking #notetakingtips #notetakinggoals #notetakingideas #notetakingessentials https://instagram.com/p/CEWteg-lW3s/?igshid=q06ks8muw6fm…,,,2
Upstract News,@upstractcom,2020-08-26T11:25:01.000Z,"products #products home #home note-taking #notetaking Stay Organized This Year With a Do-It- All Planner viaHvper News - One Page Internet
The Internet on one page. Successor of Popurls, the mother of news aggregators. By @thomas
hvper.com",,,
Redwell PS & ELC,@redwell_ps,2020-08-26T10:35:16.000Z,"Primary 7S are learning to read a text, identify important information and taking notes to use to present the information in their own words.#notetaking #readingforinformation",,,3
Anders Sporring,@AndersSporring,2020-08-26T06:03:12.000Z,"I just published Notetaking in 2020 https://link.medium.com/aYjY8X42f9 #evernote 
@evernote
 #Notetaking 
@RoamResearch
 #RoamResearchNotetaking in 2020
My thoughts on Evernote & CO
link.medium.com",,,
Productivity Matters,@ProdMatters,2020-08-26T01:23:08.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/2CTu1is
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,2,
Javier Osorio,@javier_osorio,2020-08-25T23:33:05.000Z,"If your students struggle with the reading materials because they do not know how to read systematically and take notes, please refer them to these great strategies by 
@raulpacheco
Tips for #Reading
http://raulpacheco.org/resources/resources-for-undergraduate-students/reading-strategies-for-undergraduates/… 
Tips for #NoteTaking Note-Taking Techniques
My students often ask me for advice on how to take good notes. This is
raulpacheco.org",1,8,37
Paper & Packaging,@HowLifeUnfolds,2020-08-24T13:05:38.000Z,Notes a mess? Give the Outline Method a try. Then check out more #notetaking techniques at http://hluf.us/ywFh50AZvo2,,2,2
RAISE Center,@RaiseCenter,2020-08-24T13:03:30.000Z,"Tools for Success: #Technology to Support Young Adults with #Disabilities at #College & on the #Job-
Wed. Aug 26, 3pm ET
Demonstrations will include tools & apps for #ExecutiveFunction, computer access, #Reading, writing & #Notetaking
http://ow.ly/qGux50B1G1Y",,5,3
Tim King,@hellotimking,2020-08-24T11:44:12.000Z,"Bear – A Three Year Journey 

A story of #note taking, enabling tech, and me

Note taking is an incredibly personal thing. Some | Read More... https://hellotimking.com/2020/05/bear-a-three-year-journey/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost… #bearapp #digitalwriting #journal #journalling #notetaking #notetaking #onlinepublishing #wikiBear – A Three Year Journey | hellotimking
Note taking is an incredibly personal thing. Some like paper, others record their voice, and then there are those brave souls who wade into the hundreds of applications available that strive to be...
hellotimking.com",,,
Productivity Matters,@ProdMatters,2020-08-24T10:00:39.000Z,"As an Evernote user since 2011, I’m not convinced it’s still the right tool for me? Listen as I compare it with Apple Notes.
https://buff.ly/3j5LJyM
#podcast #podcasting #podcaster #evernote #applenotes #productivity #productivitymatters #notetaking #content #audio #PodernFamily",,,
Meetings Into Minutes,@MeetingsIntoMin,2020-08-24T05:06:01.000Z,"Our online learning is still available! Here’s what people are saying: 
“....I found the entire course very informative. I especially liked Lesson 2 (Terminology) and 3 (Templates)... Thank you, great course….”

https://buff.ly/2VowpVz
.
.
#notetaking #minutetaking #minutes",,,
Pablo Lara H,@pablolarah,2020-08-23T19:17:35.000Z,"Online desktop for organizing your digital life by 
@BookmarkOS
  
#bookmark 
#notetaking  
#notes  
#taskmanager

 https://buff.ly/2Qii60L",,,2
MyScript Nebo,@MyScriptApps,2020-08-23T17:00:50.000Z,"  Customize your personal dictionary by adding words like names or technical terms in Nebo Pro.
  Watch #howto do it!

#productivity #amwriting #IOS #notetaking #notes #WritingCommunity",,3,6
SaaSPirate,@SaasPirate,2020-08-23T12:30:08.000Z,"Notebag Review & Lifetime Deal – Note Taking App #notes #notetaking #productivity #saaspirate #lifetimedeal #ltdNotebag Review & Lifetime Deal - Note Taking App
Notebag review & lifetime Deal - Notebag is a fully keyboard-compatible note-taking app that links all your knowledge and gets out of your way.
saaspirate.com",,,
QOwnNotes,@QOwnNotes,2020-08-23T08:17:04.000Z,"New release of QOwnNotes: v20.8.10 https://ift.tt/2uM1eGs #notetaking #NextcloudQOwnNotes Changelog
Open source markdown note taking for Linux, Mac OS X and Windows, that works together with Nextcloud Notes
qownnotes.org",,,2
bartleby,@bartlebysolve,2020-08-21T14:02:39.000Z,"Show us your note-taking system! We'll repost our favorites.
-
-
-
-
-
#bartlebySolutions #YourGuideToBetterLearning #AnEasierWayToStudyHarder #NoteTaking #Tips #ShowUsYours #College #Students",,,
MyScript Nebo,@MyScriptApps,2020-08-21T13:30:43.000Z,"  Don't worry about losing your notes with Nebo.
  Watch #howto back up your notes regularly 
#productivity #notetakingapp #notetaking #appsforwork",,,3
Rachel van der Wal,@VdWalR,2020-08-21T13:17:55.000Z,"Sketchnoting will make you remember 29% more of what you hear! https://bit.ly/6sketchreasons Which manager doesn’t want you to remember 29% more of what he tells you, what is discussed during meetings or talks at conferences? #sketchnoting #visualnotes #notetaking #doodlingBlog: 6 reasons to learn Sketchnoting - by Rachèl van der Wal
Sketchnoting, also referred to as visual notetaking, will brighten your life in several ways. Read here the 6 reasons why you should learn Sketchnoting now!
xebia.com",,,
